(42, 30, 'B', 1186968, '93.20', '2013-1-28 15:53:18', 371, 3, 352, 'https://mega.nz/...'),
(9, 1, 'C', 1538916, '84.89', '2012-3-11 17:41:24', 398, 71, 252, 'https://mega.nz/...'),
(177, 8, 'C', 1336583, '74.19', '2015-6-18 23:26:17', 306, 52, 124, 'https://mega.nz/...'),
(177, 12, 'A', 1721810, '94.16', '2013-2-8 21:41:27', 516, 31, 428, 'https://mega.nz/...'),
(95, 14, 'C', 1407979, '77.75', '2011-7-25 23:25:59', 357, 16, 172, 'https://mega.nz/...'),
(95, 18, 'A', 1730892, '96.50', '2012-6-23 13:57:49', 360, 19, 316, 'https://mega.nz/...'),
(95, 8, 'C', 1275128, '70.61', '2013-11-17 15:39:28', 307, 135, 101, 'https://mega.nz/...'),
(95, 31, 'C', 1482715, '81.83', '2013-7-29 19:38:30', 380, 79, 216, 'https://mega.nz/...'),
(95, 9, 'D', 1292996, '69.02', '2015-7-20 13:52:25', 533, 95, 158, 'https://mega.nz/...'),
(95, 3, 'A', 1748814, '95.46', '2015-3-7 16:8:38', 539, 0, 462, 'https://mega.nz/...'),
(95, 16, 'B', 1616302, '90.05', '2012-4-19 9:30:51', 342, 24, 254, 'https://mega.nz/...'),
(107, 9, 'C', 1481095, '80.82', '2014-1-9 2:6:54', 459, 78, 251, 'https://mega.nz/...'),
(107, 23, 'B', 1581015, '85.78', '2011-8-1 11:23:43', 532, 49, 347, 'https://mega.nz/...'),
(107, 18, 'D', 1307998, '69.66', '2014-8-27 13:12:2', 553, 157, 171, 'https://mega.nz/...'),
(115, 12, 'B', 1640178, '89.24', '2014-2-11 7:6:3', 531, 57, 385, 'https://mega.nz/...'),
(96, 35, 'B', 1537979, '85.01', '2013-10-22 0:46:43', 383, 64, 243, 'https://mega.nz/...'),
(96, 19, 'S', 1750809, '98.38', '2015-5-21 6:9:36', 298, 4, 274, 'https://mega.nz/...'),
(96, 18, 'C', 1486948, '80.73', '2011-9-28 12:52:31', 496, 65, 270, 'https://mega.nz/...'),
(96, 15, 'C', 1365320, '74.67', '2011-5-23 18:52:44', 409, 27, 170, 'https://mega.nz/...'),
(96, 20, 'A', 1697560, '94.91', '2010-12-13 6:34:46', 330, 27, 279, 'https://mega.nz/...'),
(96, 34, 'A', 1758649, '96.21', '2010-6-10 17:39:59', 524, 7, 458, 'https://mega.nz/...'),
(96, 1, 'S', 1749086, '97.60', '2011-12-11 14:1:12', 357, 9, 322, 'https://mega.nz/...'),
(96, 21, 'C', 1366242, '73.63', '2011-10-12 2:6:43', 503, 83, 198, 'https://mega.nz/...'),
(106, 1, 'C', 1199211, '77.66', '2014-12-21 9:8:5', 381, 80, 176, 'https://mega.nz/...'),
(106, 33, 'C', 1139359, '73.59', '2010-6-29 16:43:20', 376, 63, 142, 'https://mega.nz/...'),
(106, 31, 'S', 1465857, '97.49', '2011-4-8 12:43:42', 281, 3, 243, 'https://mega.nz/...'),
(106, 17, 'C', 1199286, '77.43', '2016-12-28 13:58:56', 398, 89, 182, 'https://mega.nz/...'),
(106, 18, 'C', 1181423, '77.46', '2014-5-11 15:12:54', 307, 67, 140, 'https://mega.nz/...'),
(106, 22, 'A', 1459303, '96.66', '2011-6-23 18:39:35', 308, 9, 262, 'https://mega.nz/...'),
(106, 8, 'C', 1262630, '82.91', '2015-10-23 8:2:45', 319, 39, 181, 'https://mega.nz/...'),
(106, 25, 'C', 1254932, '80.87', '2014-8-7 0:15:57', 428, 13, 226, 'https://mega.nz/...'),
(106, 32, 'B', 1302978, '85.50', '2012-7-8 21:54:9', 333, 45, 207, 'https://mega.nz/...'),
(35, 11, 'C', 1135524, '74.21', '2016-3-5 0:17:45', 312, 95, 122, 'https://mega.nz/...'),
(35, 17, 'B', 1360665, '90.16', '2014-1-15 15:42:6', 285, 29, 204, 'https://mega.nz/...'),
(35, 25, 'C', 1304835, '84.19', '2016-4-13 16:53:23', 437, 18, 260, 'https://mega.nz/...'),
(35, 18, 'C', 1316610, '84.98', '2011-9-18 4:0:44', 439, 22, 268, 'https://mega.nz/...'),
(35, 18, 'S', 1457955, '97.40', '2014-1-5 1:2:53', 248, 9, 214, 'https://mega.nz/...'),
(35, 17, 'B', 1383472, '90.14', '2014-2-6 9:51:12', 400, 3, 287, 'https://mega.nz/...'),
(35, 30, 'B', 1310374, '85.97', '2013-8-16 10:44:46', 336, 48, 212, 'https://mega.nz/...'),
(88, 13, 'C', 1194322, '77.37', '2010-3-22 0:33:8', 378, 28, 172, 'https://mega.nz/...'),
(88, 10, 'C', 1274359, '84.52', '2015-1-18 17:53:24', 261, 67, 157, 'https://mega.nz/...'),
(88, 12, 'A', 1447613, '96.36', '2015-8-28 23:26:25', 271, 16, 228, 'https://mega.nz/...'),
(88, 9, 'D', 1091527, '69.86', '2012-6-6 13:29:33', 407, 110, 123, 'https://mega.nz/...'),
(65, 29, 'D', 1088729, '69.76', '2011-3-14 10:3:37', 400, 90, 120, 'https://mega.nz/...'),
(65, 8, 'C', 1207150, '77.04', '2016-7-25 9:17:42', 466, 18, 209, 'https://mega.nz/...'),
(161, 25, 'D', 1201738, '66.78', '2015-4-1 10:1:12', 299, 64, 74, 'https://mega.nz/...'),
(161, 32, 'D', 1255177, '69.87', '2015-7-3 16:51:23', 302, 94, 95, 'https://mega.nz/...'),
(161, 22, 'C', 1383827, '74.70', '2014-3-28 18:10:3', 532, 61, 223, 'https://mega.nz/...'),
(161, 19, 'B', 1573363, '86.17', '2015-1-29 21:12:13', 499, 68, 331, 'https://mega.nz/...'),
(161, 9, 'C', 1453301, '80.98', '2015-11-24 18:40:34', 343, 79, 189, 'https://mega.nz/...'),
(161, 28, 'C', 1290128, '71.01', '2013-1-20 13:26:30', 379, 78, 129, 'https://mega.nz/...'),
(161, 21, 'B', 1530680, '85.47', '2012-10-22 18:11:23', 346, 10, 224, 'https://mega.nz/...'),
(161, 13, 'D', 1296091, '69.88', '2010-1-1 12:10:35', 506, 141, 160, 'https://mega.nz/...'),
(70, 9, 'A', 1745311, '96.08', '2016-5-14 8:32:16', 512, 2, 447, 'https://mega.nz/...'),
(70, 27, 'S', 1795249, '98.86', '2015-11-28 5:49:8', 524, 4, 489, 'https://mega.nz/...'),
(70, 29, 'B', 1626483, '88.71', '2014-12-29 14:18:52', 548, 5, 393, 'https://mega.nz/...'),
(70, 16, 'C', 1291818, '70.25', '2012-2-7 2:59:42', 453, 26, 146, 'https://mega.nz/...'),
(70, 1, 'C', 1452323, '81.13', '2014-6-3 2:0:49', 325, 55, 180, 'https://mega.nz/...'),
(70, 9, 'C', 1435025, '77.42', '2012-1-5 8:38:14', 556, 61, 265, 'https://mega.nz/...'),
(70, 33, 'C', 1416221, '76.18', '2014-1-25 23:13:30', 568, 11, 255, 'https://mega.nz/...'),
(70, 17, 'C', 1378554, '74.41', '2010-12-28 20:52:42', 531, 69, 219, 'https://mega.nz/...'),
(70, 24, 'B', 1692882, '93.42', '2013-1-28 2:38:44', 477, 21, 389, 'https://mega.nz/...'),
(70, 6, 'C', 1294922, '71.15', '2014-12-21 3:42:27', 391, 94, 134, 'https://mega.nz/...'),
(70, 16, 'A', 1724443, '96.97', '2014-5-29 15:38:10', 331, 11, 295, 'https://mega.nz/...'),
(70, 3, 'B', 1638653, '91.43', '2012-8-11 19:43:6', 376, 17, 291, 'https://mega.nz/...'),
(70, 4, 'D', 1216456, '67.36', '2013-12-1 13:41:54', 323, 186, 84, 'https://mega.nz/...'),
(70, 19, 'C', 1360655, '74.72', '2010-5-26 14:4:33', 415, 77, 174, 'https://mega.nz/...'),
(70, 32, 'C', 1358706, '75.53', '2014-12-22 7:50:3', 336, 30, 146, 'https://mega.nz/...'),
(70, 1, 'A', 1710137, '96.14', '2012-9-20 11:4:24', 331, 21, 289, 'https://mega.nz/...'),
(70, 14, 'B', 1581598, '88.69', '2016-4-1 3:55:15', 325, 48, 233, 'https://mega.nz/...'),
(153, 33, 'D', 1222051, '67.48', '2016-8-24 23:11:20', 341, 97, 90, 'https://mega.nz/...'),
(22, 21, 'B', 1671157, '93.47', '2016-2-7 10:51:59', 294, 33, 251, 'https://mega.nz/...'),
(22, 6, 'C', 1543852, '83.42', '2016-11-8 6:30:28', 524, 94, 330, 'https://mega.nz/...'),
(22, 24, 'C', 1535017, '83.36', '2013-7-2 16:48:25', 485, 10, 305, 'https://mega.nz/...'),
(22, 15, 'C', 1438115, '78.14', '2011-12-8 15:52:55', 451, 72, 231, 'https://mega.nz/...'),
(22, 33, 'C', 1525177, '81.92', '2011-7-15 15:19:31', 560, 43, 334, 'https://mega.nz/...'),
(22, 17, 'A', 1735972, '96.28', '2016-3-23 10:44:39', 376, 6, 344, 'https://mega.nz/...'),
(22, 9, 'D', 1299067, '68.90', '2010-9-12 22:28:56', 553, 53, 170, 'https://mega.nz/...'),
(22, 7, 'B', 1582402, '87.22', '2010-6-14 2:23:6', 389, 68, 278, 'https://mega.nz/...'),
(22, 14, 'C', 1522167, '84.23', '2014-2-2 8:41:15', 346, 29, 224, 'https://mega.nz/...'),
(176, 24, 'C', 1506900, '82.27', '2011-1-20 18:46:53', 439, 73, 265, 'https://mega.nz/...'),
(176, 30, 'D', 1260409, '69.43', '2013-11-2 0:22:11', 314, 45, 100, 'https://mega.nz/...'),
(173, 33, 'C', 1318644, '70.82', '2012-8-11 3:10:46', 485, 75, 170, 'https://mega.nz/...'),
(173, 3, 'S', 1765417, '97.76', '2013-9-28 3:32:30', 395, 4, 375, 'https://mega.nz/...'),
(173, 32, 'A', 1684935, '94.06', '2011-1-5 18:9:38', 312, 12, 270, 'https://mega.nz/...'),
(144, 8, 'C', 1408900, '76.67', '2011-8-6 0:3:18', 432, 104, 207, 'https://mega.nz/...'),
(144, 10, 'D', 1233662, '67.25', '2011-11-20 9:8:1', 368, 2, 100, 'https://mega.nz/...'),
(33, 23, 'C', 1519830, '83.21', '2011-5-24 0:12:59', 422, 23, 264, 'https://mega.nz/...'),
(33, 5, 'C', 1498080, '82.88', '2011-3-2 8:19:10', 342, 44, 211, 'https://mega.nz/...'),
(33, 18, 'B', 1561297, '85.44', '2014-9-27 2:34:34', 437, 66, 295, 'https://mega.nz/...'),
(123, 31, 'C', 1424237, '76.08', '2013-7-10 8:19:17', 559, 17, 261, 'https://mega.nz/...'),
(123, 1, 'C', 1462902, '79.89', '2013-7-13 14:28:18', 424, 34, 234, 'https://mega.nz/...'),
(123, 20, 'C', 1351162, '74.58', '2014-11-24 14:20:50', 323, 89, 140, 'https://mega.nz/...'),
(123, 14, 'A', 1751299, '95.87', '2015-12-10 4:20:40', 488, 9, 442, 'https://mega.nz/...'),
(123, 28, 'B', 1593984, '88.93', '2014-5-16 6:37:21', 300, 35, 225, 'https://mega.nz/...'),
(123, 14, 'C', 1296447, '70.58', '2012-10-4 11:1:11', 395, 22, 136, 'https://mega.nz/...'),
(123, 19, 'B', 1667367, '90.90', '2013-8-12 16:37:28', 497, 34, 396, 'https://mega.nz/...'),
(26, 11, 'B', 1646700, '89.93', '2013-10-13 4:18:42', 531, 52, 420, 'https://mega.nz/...'),
(26, 12, 'C', 1284487, '70.96', '2016-12-22 5:53:37', 345, 87, 124, 'https://mega.nz/...'),
(26, 33, 'B', 1665516, '90.95', '2014-9-6 2:15:20', 538, 1, 438, 'https://mega.nz/...'),
(26, 14, 'B', 1542809, '85.92', '2012-1-24 0:17:8', 355, 73, 248, 'https://mega.nz/...'),
(26, 9, 'C', 1536069, '83.46', '2013-3-26 4:53:50', 532, 10, 343, 'https://mega.nz/...'),
(26, 20, 'S', 1720752, '97.02', '2014-3-6 16:52:38', 294, 3, 280, 'https://mega.nz/...'),
(26, 30, 'C', 1376190, '74.08', '2011-1-9 16:36:42', 536, 50, 231, 'https://mega.nz/...'),
(26, 18, 'S', 1785798, '97.93', '2011-1-15 21:11:24', 541, 9, 526, 'https://mega.nz/...'),
(26, 27, 'A', 1714932, '96.35', '2014-12-24 8:14:20', 322, 9, 301, 'https://mega.nz/...'),
(127, 1, 'C', 1515033, '81.85', '2010-10-29 6:18:36', 565, 20, 344, 'https://mega.nz/...'),
(127, 35, 'A', 1673016, '94.26', '2016-4-8 3:15:13', 292, 19, 259, 'https://mega.nz/...'),
(127, 25, 'B', 1642217, '91.98', '2013-10-1 18:7:2', 333, 38, 279, 'https://mega.nz/...'),
(127, 7, 'S', 1776205, '99.58', '2013-11-16 22:44:41', 352, 0, 355, 'https://mega.nz/...'),
(127, 25, 'B', 1615435, '90.58', '2014-2-7 5:47:0', 319, 22, 257, 'https://mega.nz/...'),
(127, 25, 'C', 1397453, '75.85', '2015-3-11 16:36:43', 491, 27, 232, 'https://mega.nz/...'),
(127, 24, 'C', 1351670, '74.52', '2011-4-6 18:52:30', 376, 102, 166, 'https://mega.nz/...'),
(127, 3, 'B', 1559705, '85.12', '2014-10-29 6:55:58', 508, 30, 347, 'https://mega.nz/...'),
(112, 4, 'C', 1403422, '76.04', '2016-2-28 16:41:11', 504, 37, 240, 'https://mega.nz/...'),
(112, 8, 'A', 1743569, '95.71', '2013-2-25 15:24:19', 520, 7, 480, 'https://mega.nz/...'),
(112, 21, 'A', 1737779, '94.92', '2016-1-14 23:39:13', 559, 10, 506, 'https://mega.nz/...'),
(112, 15, 'A', 1696515, '95.50', '2014-3-14 7:9:25', 303, 12, 278, 'https://mega.nz/...'),
(112, 25, 'C', 1361476, '74.07', '2011-9-1 17:50:11', 463, 75, 200, 'https://mega.nz/...'),
(112, 22, 'D', 1238199, '66.69', '2010-9-26 1:31:42', 479, 67, 126, 'https://mega.nz/...'),
(112, 5, 'B', 1515335, '85.04', '2014-8-20 20:10:56', 293, 47, 199, 'https://mega.nz/...'),
(112, 15, 'C', 1508119, '84.05', '2011-12-24 4:24:59', 342, 58, 225, 'https://mega.nz/...'),
(197, 13, 'B', 1579631, '88.70', '2014-4-21 23:3:0', 301, 33, 230, 'https://mega.nz/...'),
(145, 17, 'S', 1780966, '98.13', '2015-8-20 11:27:22', 500, 7, 489, 'https://mega.nz/...'),
(145, 2, 'B', 1628262, '90.69', '2016-6-3 3:16:58', 374, 21, 302, 'https://mega.nz/...'),
(145, 8, 'C', 1314553, '72.54', '2012-9-23 5:31:5', 360, 15, 143, 'https://mega.nz/...'),
(145, 21, 'B', 1699752, '92.58', '2013-8-5 21:20:4', 569, 41, 484, 'https://mega.nz/...'),
(145, 30, 'A', 1739935, '96.14', '2016-6-15 16:58:38', 465, 0, 433, 'https://mega.nz/...'),
(145, 6, 'C', 1507981, '83.70', '2013-2-23 13:39:27', 371, 90, 241, 'https://mega.nz/...'),
(145, 35, 'S', 1764546, '97.46', '2010-8-11 3:17:34', 475, 2, 457, 'https://mega.nz/...'),
(102, 33, 'C', 1386490, '75.18', '2010-12-19 12:56:46', 493, 110, 225, 'https://mega.nz/...'),
(102, 7, 'C', 1334340, '73.54', '2013-6-22 5:31:20', 373, 27, 156, 'https://mega.nz/...'),
(102, 28, 'B', 1599206, '88.38', '2015-7-28 10:26:26', 426, 4, 322, 'https://mega.nz/...'),
(8, 6, 'B', 1274234, '85.93', '2014-10-25 11:36:56', 442, 38, 317, 'https://mega.nz/...'),
(8, 13, 'C', 1211022, '82.19', '2014-7-24 5:11:11', 384, 63, 242, 'https://mega.nz/...'),
(8, 31, 'C', 1173311, '81.24', '2016-10-6 8:13:9', 261, 67, 159, 'https://mega.nz/...'),
(34, 4, 'B', 1279534, '87.43', '2016-8-18 1:8:48', 365, 14, 275, 'https://mega.nz/...'),
(34, 10, 'C', 1212839, '84.13', '2014-10-29 8:57:4', 259, 46, 175, 'https://mega.nz/...'),
(34, 11, 'S', 1421140, '97.97', '2010-7-13 8:44:19', 346, 3, 345, 'https://mega.nz/...'),
(111, 3, 'C', 1194234, '81.60', '2014-3-21 9:8:28', 341, 4, 210, 'https://mega.nz/...'),
(111, 29, 'D', 1015450, '69.25', '2016-12-13 8:22:29', 299, 72, 99, 'https://mega.nz/...'),
(111, 8, 'C', 1056304, '70.08', '2010-5-1 17:45:30', 446, 99, 156, 'https://mega.nz/...'),
(111, 34, 'B', 1352710, '93.62', '2010-7-27 11:49:22', 304, 13, 272, 'https://mega.nz/...'),
(111, 12, 'S', 1441020, '98.90', '2015-12-17 7:25:52', 381, 2, 388, 'https://mega.nz/...'),
(111, 30, 'B', 1247150, '86.42', '2012-7-13 5:8:14', 273, 55, 199, 'https://mega.nz/...'),
(111, 14, 'D', 1023622, '67.86', '2012-2-12 15:15:52', 436, 56, 130, 'https://mega.nz/...'),
(111, 3, 'C', 1054170, '72.98', '2014-10-13 7:8:16', 235, 117, 98, 'https://mega.nz/...'),
(165, 6, 'D', 1000831, '68.97', '2012-12-2 4:42:2', 245, 4, 79, 'https://mega.nz/...'),
(165, 20, 'S', 1399238, '97.51', '2011-12-27 19:48:37', 268, 5, 264, 'https://mega.nz/...'),
(83, 30, 'C', 1125990, '75.55', '2016-4-24 22:1:31', 417, 51, 199, 'https://mega.nz/...'),
(83, 25, 'C', 1148126, '78.60', '2015-6-27 3:12:46', 317, 15, 173, 'https://mega.nz/...'),
(190, 33, 'B', 1275946, '88.17', '2011-9-28 16:39:58', 296, 33, 228, 'https://mega.nz/...'),
(17, 17, 'C', 717349, '76.00', '2011-10-15 2:35:16', 178, 19, 117, 'https://mega.nz/...'),
(17, 20, 'C', 753240, '78.67', '2013-11-9 10:46:21', 238, 56, 177, 'https://mega.nz/...'),
(17, 2, 'B', 837045, '88.14', '2011-3-29 0:37:30', 232, 10, 242, 'https://mega.nz/...'),
(17, 30, 'A', 904369, '94.69', '2013-4-4 17:3:38', 275, 14, 343, 'https://mega.nz/...'),
(17, 34, 'B', 829684, '88.17', '2011-6-17 8:29:32', 194, 17, 202, 'https://mega.nz/...'),
(17, 18, 'C', 738438, '78.38', '2013-6-26 21:24:44', 177, 42, 130, 'https://mega.nz/...'),
(17, 35, 'S', 950445, '99.83', '2013-10-8 17:50:20', 275, 0, 388, 'https://mega.nz/...'),
(17, 23, 'A', 910322, '95.93', '2016-7-2 16:39:30', 249, 3, 320, 'https://mega.nz/...'),
(17, 18, 'C', 746226, '76.77', '2011-4-23 21:2:29', 288, 46, 197, 'https://mega.nz/...'),
(2, 35, 'C', 766375, '81.80', '2012-2-16 17:16:56', 163, 20, 137, 'https://mega.nz/...'),
(2, 11, 'C', 753944, '78.86', '2012-2-6 17:57:35', 233, 9, 174, 'https://mega.nz/...'),
(2, 33, 'C', 785167, '84.08', '2011-4-7 5:9:3', 155, 34, 141, 'https://mega.nz/...'),
(191, 30, 'B', 840948, '88.40', '2016-2-18 17:31:12', 240, 29, 252, 'https://mega.nz/...'),
(191, 14, 'B', 794846, '85.13', '2016-11-24 22:0:49', 156, 3, 147, 'https://mega.nz/...'),
(191, 7, 'D', 670165, '69.81', '2016-9-27 22:53:1', 220, 45, 102, 'https://mega.nz/...'),
(191, 34, 'C', 681782, '71.93', '2015-11-7 9:37:56', 183, 12, 97, 'https://mega.nz/...'),
(191, 23, 'C', 754762, '78.26', '2012-2-3 17:32:1', 264, 13, 193, 'https://mega.nz/...'),
(191, 20, 'A', 906668, '95.73', '2015-1-28 8:4:30', 240, 3, 307, 'https://mega.nz/...'),
(191, 4, 'S', 901389, '97.03', '2010-1-9 10:21:26', 155, 6, 205, 'https://mega.nz/...'),
(191, 35, 'C', 772112, '81.57', '2011-4-17 12:1:4', 202, 36, 168, 'https://mega.nz/...'),
(171, 20, 'D', 653417, '68.43', '2016-11-7 18:12:25', 198, 5, 83, 'https://mega.nz/...'),
(171, 30, 'A', 902775, '94.49', '2011-5-4 12:37:1', 276, 5, 343, 'https://mega.nz/...'),
(171, 1, 'B', 808786, '86.13', '2016-2-14 18:32:18', 181, 7, 177, 'https://mega.nz/...'),
(171, 27, 'B', 860764, '90.52', '2014-2-1 4:19:26', 244, 14, 272, 'https://mega.nz/...'),
(171, 11, 'A', 907314, '96.85', '2016-12-8 17:52:16', 193, 7, 254, 'https://mega.nz/...'),
(171, 3, 'C', 700158, '73.73', '2010-3-1 7:44:38', 194, 23, 114, 'https://mega.nz/...'),
(15, 14, 'C', 718674, '73.52', '2016-1-24 13:52:50', 296, 62, 172, 'https://mega.nz/...'),
(15, 23, 'S', 915816, '97.10', '2013-8-23 5:52:16', 224, 8, 296, 'https://mega.nz/...'),
(15, 22, 'S', 947554, '99.53', '2013-5-13 23:4:36', 274, 1, 384, 'https://mega.nz/...'),
(15, 6, 'C', 801886, '83.44', '2012-10-4 12:33:37', 267, 10, 239, 'https://mega.nz/...'),
(15, 24, 'C', 773486, '81.44', '2012-8-4 14:22:38', 215, 54, 178, 'https://mega.nz/...'),
(74, 25, 'C', 378646, '77.15', '2014-11-22 3:50:37', 88, 2, 109, 'https://mega.nz/...'),
(74, 35, 'C', 379692, '77.63', '2014-9-8 3:45:48', 82, 26, 104, 'https://mega.nz/...'),
(74, 22, 'B', 443027, '89.71', '2010-5-14 9:22:55', 116, 12, 226, 'https://mega.nz/...'),
(74, 1, 'A', 479188, '95.77', '2015-7-1 17:5:41', 155, 6, 355, 'https://mega.nz/...'),
(74, 1, 'C', 378786, '75.98', '2013-8-7 1:40:41', 116, 17, 136, 'https://mega.nz/...'),
(74, 6, 'C', 358389, '71.02', '2010-10-4 7:16:35', 130, 39, 117, 'https://mega.nz/...'),
(27, 24, 'C', 387124, '76.69', '2014-1-11 19:50:51', 141, 10, 172, 'https://mega.nz/...'),
(27, 10, 'C', 420245, '84.75', '2013-1-1 10:51:31', 118, 10, 197, 'https://mega.nz/...'),
(27, 3, 'C', 418655, '83.00', '2015-3-26 12:36:34', 151, 22, 237, 'https://mega.nz/...'),
(27, 13, 'C', 395792, '80.13', '2016-11-14 12:54:10', 104, 21, 147, 'https://mega.nz/...'),
(17, 25, 'D', 329840, '67.06', '2013-7-23 7:44:53', 80, 21, 54, 'https://mega.nz/...'),
(17, 31, 'B', 462934, '92.55', '2012-6-19 16:23:50', 149, 3, 314, 'https://mega.nz/...'),
(17, 22, 'D', 344504, '68.53', '2012-12-21 12:38:48', 119, 28, 90, 'https://mega.nz/...'),
(17, 31, 'C', 409072, '81.13', '2012-9-27 12:16:29', 147, 16, 216, 'https://mega.nz/...'),
(155, 5, 'C', 354628, '71.16', '2011-11-6 10:19:59', 108, 29, 98, 'https://mega.nz/...'),
(155, 25, 'C', 366442, '74.71', '2011-2-15 10:19:37', 84, 4, 93, 'https://mega.nz/...'),
(155, 19, 'C', 373676, '73.56', '2016-10-5 5:20:14', 147, 23, 153, 'https://mega.nz/...'),
(155, 2, 'A', 464263, '95.74', '2015-8-10 21:34:0', 81, 0, 185, 'https://mega.nz/...'),
(155, 23, 'B', 426430, '86.42', '2010-12-20 21:9:30', 110, 3, 194, 'https://mega.nz/...'),
(155, 17, 'A', 472780, '94.70', '2012-10-8 18:4:4', 148, 8, 330, 'https://mega.nz/...'),
(155, 16, 'B', 443121, '90.45', '2014-11-28 1:3:49', 99, 2, 197, 'https://mega.nz/...'),
(69, 17, 'A', 473016, '95.26', '2012-4-22 23:17:3', 136, 6, 308, 'https://mega.nz/...'),
(69, 7, 'A', 456824, '94.19', '2012-3-21 22:11:25', 80, 8, 176, 'https://mega.nz/...'),
(69, 20, 'C', 364054, '74.41', '2011-12-1 15:38:58', 79, 36, 86, 'https://mega.nz/...'),
(69, 4, 'A', 466991, '94.87', '2010-4-2 8:20:37', 115, 7, 257, 'https://mega.nz/...'),
(69, 7, 'A', 475964, '96.36', '2010-4-8 9:14:49', 125, 5, 290, 'https://mega.nz/...'),
(69, 16, 'C', 407975, '81.53', '2011-1-5 11:56:59', 132, 26, 197, 'https://mega.nz/...'),
(10, 31, 'A', 478023, '95.60', '2011-2-2 12:56:16', 153, 0, 349, 'https://mega.nz/...'),
(10, 35, 'C', 418882, '83.65', '2011-5-14 10:2:53', 137, 5, 220, 'https://mega.nz/...'),
(10, 28, 'C', 349893, '70.02', '2011-2-12 10:56:16', 111, 34, 93, 'https://mega.nz/...'),
(10, 6, 'D', 342419, '66.97', '2012-10-7 21:6:47', 145, 38, 97, 'https://mega.nz/...'),
(10, 24, 'C', 367162, '72.98', '2015-12-28 10:47:35', 128, 9, 129, 'https://mega.nz/...'),
(28, 24, 'C', 298767, '83.85', '2013-3-12 13:15:17', 60, 11, 106, 'https://mega.nz/...'),
(28, 22, 'D', 258335, '69.51', '2010-9-14 18:59:48', 103, 14, 91, 'https://mega.nz/...'),
(24, 13, 'B', 318110, '86.41', '2013-7-3 13:7:57', 113, 11, 217, 'https://mega.nz/...'),
(24, 6, 'D', 253400, '68.60', '2015-5-16 2:47:59', 94, 5, 78, 'https://mega.nz/...'),
(24, 15, 'C', 283563, '78.94', '2011-4-1 22:2:0', 68, 17, 99, 'https://mega.nz/...'),
(24, 24, 'C', 274487, '73.83', '2012-11-7 1:48:17', 110, 6, 126, 'https://mega.nz/...'),
(24, 29, 'B', 323812, '88.60', '2013-9-9 18:32:51', 104, 1, 214, 'https://mega.nz/...'),
(24, 4, 'A', 346502, '94.77', '2015-10-13 0:1:43', 112, 1, 272, 'https://mega.nz/...'),
(24, 31, 'C', 292983, '81.98', '2013-3-26 5:21:25', 63, 0, 104, 'https://mega.nz/...'),
(24, 21, 'B', 315790, '86.43', '2015-8-12 6:47:19', 101, 7, 194, 'https://mega.nz/...'),
(183, 28, 'B', 335674, '93.94', '2016-6-28 16:16:35', 72, 2, 171, 'https://mega.nz/...'),
(183, 21, 'B', 323899, '91.02', '2010-9-17 15:46:42', 63, 6, 139, 'https://mega.nz/...'),
(183, 21, 'S', 353313, '99.39', '2016-6-20 5:12:20', 67, 0, 182, 'https://mega.nz/...'),
(183, 20, 'B', 319952, '88.17', '2014-6-9 1:0:38', 92, 9, 186, 'https://mega.nz/...'),
(183, 8, 'B', 334951, '93.03', '2012-11-22 4:40:14', 84, 5, 195, 'https://mega.nz/...'),
(183, 7, 'C', 290218, '79.19', '2012-8-27 6:26:55', 97, 22, 143, 'https://mega.nz/...'),
(183, 19, 'B', 331676, '92.42', '2012-12-19 14:58:20', 78, 8, 178, 'https://mega.nz/...'),
(183, 35, 'A', 339412, '94.51', '2016-8-21 16:0:19', 81, 6, 196, 'https://mega.nz/...'),
(183, 5, 'B', 321808, '89.71', '2015-3-22 10:46:55', 75, 7, 159, 'https://mega.nz/...'),
(123, 33, 'C', 308187, '84.09', '2012-4-2 7:1:28', 103, 15, 183, 'https://mega.nz/...'),
(123, 7, 'D', 239982, '66.72', '2011-6-7 1:8:26', 59, 6, 42, 'https://mega.nz/...'),
(123, 18, 'S', 357281, '97.86', '2012-8-19 18:24:36', 113, 1, 296, 'https://mega.nz/...'),
(123, 18, 'C', 287786, '78.94', '2010-5-17 8:14:4', 89, 13, 130, 'https://mega.nz/...'),
(123, 31, 'C', 291865, '81.66', '2016-1-23 11:16:14', 63, 3, 102, 'https://mega.nz/...'),
(123, 24, 'C', 261170, '72.10', '2015-7-25 15:53:9', 73, 22, 76, 'https://mega.nz/...'),
(123, 11, 'A', 349759, '96.07', '2015-3-17 7:19:41', 106, 3, 266, 'https://mega.nz/...'),
(74, 5, 'B', 339014, '93.63', '2012-11-11 0:4:14', 94, 2, 222, 'https://mega.nz/...'),
(160, 10, 'C', 357245, '82.30', '2010-9-11 11:22:5', 132, 1, 199, 'https://mega.nz/...'),
(160, 6, 'B', 390046, '93.64', '2014-3-27 11:25:17', 68, 2, 145, 'https://mega.nz/...'),
(160, 12, 'C', 363787, '84.72', '2015-2-3 6:29:38', 116, 9, 190, 'https://mega.nz/...'),
(160, 23, 'S', 418981, '99.75', '2011-10-7 7:54:52', 90, 0, 222, 'https://mega.nz/...'),
(160, 26, 'C', 363030, '84.88', '2014-3-24 3:34:5', 109, 17, 179, 'https://mega.nz/...'),
